clade_name	DRR111002	DRR111003	DRR111004	DRR111005	DRR111006	DRR111007	DRR111008	DRR111009	DRR111010	DRR111011	DRR111012	DRR111013	DRR111014	DRR111015	DRR111016	DRR111017	DRR111018	DRR111019	DRR111020	DRR111021	DRR111022	DRR111023	DRR111024	DRR111025	DRR111026	DRR111027	DRR111028	DRR111029	DRR111030	DRR111031	DRR111032	DRR111033	DRR111034	DRR111035	DRR111036	DRR111037	DRR111038	DRR111039	DRR111040	DRR111041	DRR111042	DRR111043	DRR111044	DRR111045	DRR111046	DRR111047	DRR111048	DRR111049	DRR111050	DRR111051	DRR111052	DRR111053	DRR111054	DRR111055	DRR111056	DRR111057	DRR111058	DRR111059	DRR111060	DRR111061
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	0.014141070365013188	2.8426453657773926e-05	0.015368043087971274	7.890791446382072e-05	0.029942779505134166	0.01439422459419359	0.0	0.01354872329338197	0.0	0.012373524451939292	0.011159342347879533	0.0005719596768427826	0.0	0.005667816658452439	0.029525295663600525	0.0019270916974466034	0.014048971738696386	0.0	0.007477354298410528	0.0	0.0	0.006154488920313028	0.00014768382533926255	0.00019698805267460528	0.00605692369035639	0.005756013745704468	0.0	0.0	0.0036104513064133016	0.00699235790971814	5.8868546535586034e-05	0.007916630681981748	0.0	0.016322144903806794	6.136098668466589e-05	0.0	0.0	0.008119055037296336	0.0	0.0071060171919770775	0.00034579940176703494	0.0	0.0023330000476122457	0.0006119501627787433	0.011283646067533777	0.002153360267426837	0.0017205123303383673	0.021245370046823676	0.0016606748544628356	0.0069515191466410975	0.026641118444397132	0.005025657925709712	0.0006378695158171707	0.0004973601652766088	0.0	0.0032935075855786413	0.0	0.0	0.0032592163395379157	0.02791921734653012
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.0029439292095635155	0.0006395952072999133	0.0009335727109515261	0.005089560482916437	0.039623233088600315	0.003011714684323582	0.009844367940364755	0.005124196630189335	0.03299668491249711	0.03456998313659359	0.007087430854333128	0.0	0.0032581732015254175	0.0013553474618038443	0.0020942838370565046	0.01038488303624003	0.05592362006062476	0.06530898876404495	0.009813137355437818	0.012357763367184632	0.44706212081245056	0.021468399993572335	0.026107218457196303	0.1406297708044007	0.0008734121935937114	0.021105383734249715	0.04670367324561404	0.0021811649987169618	0.09263657957244656	0.038922063054979736	0.012833343144757757	0.00018712036157411406	0.0021022978115079784	0.004707327056897258	0.0003272585956515514	0.027339848416599755	0.24034493094464043	0.00837563916940051	0.02590352840340936	0.0032521489971346707	0.034493490326261735	0.005481684506833586	0.03453474900411052	0.0016155484297358824	0.03757012880586665	0.0010459178441787494	0.017460014018989358	0.023726326088475785	0.04230158585324014	0.026128123689099298	0.01796891632957207	0.048114495551056916	0.014770665975641358	0.004342336827607315	0.003949114686174862	0.0012613433306471393	0.0005506102597045058	0.28742138364779873	0.023055937809323773	0.013015618742490988
k__Bacteria|p__Spirochaetota|c__Brachyspirae|o__Brachyspirales|f__Brachyspiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006181197386236534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0.0	0.0	0.0	7.890791446382072e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.761224586963767e-05	0.0	0.0	0.0	0.0	3.494304284017052e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae	0.00473070705351825	0.0042639680486660884	0.0025314183123877915	0.006233725242641837	0.0018028375094714289	0.0028788449188387184	0.0020200870629072183	0.007527068496323316	0.003430730090201218	0.0029721753794266443	0.001671020282728949	0.0010724243940802175	0.0017031359917064682	0.002094627895515032	0.005133048620236531	0.0001338258123226808	0.0006897427985406494	0.007916241062308479	0.00266336238819575	0.0035482686895876667	0.0017475600105513057	0.0009802188619819703	0.001952708357263583	0.011878379576278698	0.002658211023980861	0.004324169530355098	0.003460800438596491	0.001796253528355145	0.0045605700712589075	0.0037436960490083845	0.0001766056396067581	0.0008636324380343726	0.0009039880589484307	0.0003069995906672124	0.0003477122578797734	0.0025655588413857934	0.001982891794055936	0.0015395047926250389	0.003499833341269463	0.009398280802292264	0.009941732800802254	0.00600022223045298	0.0014124966274659176	0.0023254106185592247	0.0008615074278750184	0.0029326716023051207	0.0017205123303383673	0.005748130547208051	0.011350986367866854	0.00011985377839036375	0.010190901994180683	0.0027541076220516923	0.011740785775509797	0.002811997857525442	0.008869323147638624	0.0017518657370099156	0.0019883148267107156	0.0	0.0016899640279085487	0.0023456719491961784
k__Bacteria|p__Campilobacterota|c__Campylobacteria|o__Campylobacterales|f__Campylobacteraceae	0.0	0.0	0.0	0.0006707172729424762	0.0	0.0	8.535579139044584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.660878447395301e-05	0.0	0.0	0.0	0.0	0.0	7.879522106984211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018920680303571803	0.0	0.0	0.0	0.0	3.665487601488188e-05	0.0	0.0	0.0	0.0	0.0	0.00012239003255574865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017940080132357924	7.651694850409365e-05	0.0	0.0003503731474019831	6.117891774494509e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	3.4033863694375904e-05	4.2639680486660886e-05	5.385996409335727e-05	0.00027617770062337253	7.838423954223604e-05	0.0	0.0	0.0	0.00011564258731015342	0.0	0.0	0.00035747479802673913	0.0	6.160670280926565e-05	0.0	0.0001338258123226808	3.630225255477102e-05	0.0001404494382022472	2.8485159232040106e-05	0.0	0.0	0.0	6.563725570633892e-05	2.9548207901190793e-05	0.00011392332959917975	0.0	0.00020559210526315788	0.0	0.0	0.0	0.0	4.318162190171863e-05	0.00018920680303571803	0.00010233319688907081	0.0	9.792209318266387e-05	0.0	5.498231402232282e-05	0.00019046712061330414	7.163323782234957e-05	0.00010373982053011048	0.00022223045297974	9.522449173927534e-05	4.895601302229946e-05	0.0	0.0	0.00022302937615497357	3.494304284017052e-05	0.0	0.0	0.0	0.0	0.0003588016026471585	3.8258474252046826e-05	0.0	0.00017518657370099155	0.00024471567097978037	0.0	7.242702976750923e-05	0.0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chloroplast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.630225255477102e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.407681765991333e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Christensenellales|f__Christensenellaceae	0.0	0.000767514248759896	0.01687612208258528	0.0038664878087272155	0.0025605518250463775	0.0	0.0	0.0	0.00011564258731015342	0.00016863406408094435	0.0005377996312231101	0.0005004647172374348	0.0	0.0012321340561853129	0.0020532194480946124	0.0	0.1407075309022925	0.0	7.121289808010027e-05	0.003028263795423957	0.02977446584014772	0.02018286705982549	9.845588355950837e-05	0.005033044745836165	0.0004936677615964456	0.0001145475372279496	0.026110197368421052	0.0	0.0008551068883610451	0.04545032641316791	0.038588332254076645	0.015257506405273916	0.00037841360607143606	0.10110519852640197	0.14252111840625065	0.0004700260472767866	0.08219778192801641	0.009786851895973461	0.0007856768725298795	0.0	0.0	0.0	0.002221904807249758	0.006633539764521577	0.0007564455464268454	0.00045118024650848016	0.0012107308991269993	0.010710042630512265	0.000784714491669252	0.0002397075567807275	5.6773827265630544e-05	0.08591874205545878	0.0028504793988079814	0.0017407605784681307	0.00032369792509630014	0.002382537402333485	0.0	0.0	7.242702976750923e-05	0.0009153841752960695
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_UCG-014|f__Clostridia_UCG-014	0.0	0.0	0.0	0.0009468949735658487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005004647172374348	0.0	0.0	0.00020532194480946123	0.0	0.038752654602218065	0.0	2.8485159232040106e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03394078153522478	0.046682757402719724	0.011543886921726114	0.0	0.0	0.003415761592113068	3.916883727306555e-05	0.008231306633464757	0.028114289903414403	0.0	0.0	0.0	0.0	0.0	0.0006853841823121925	0.0	0.0008203277209245094	0.00015930669725355254	0.016597945349081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015381381170947058	0.0	0.0	0.002003814490234422	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_vadinBB60_group|f__Clostridia_vadinBB60_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000164257555847569	0.0	0.008748842865699817	0.0	0.0	0.0	0.0246142178844632	0.005688483231829795	0.0	0.0001378916368722237	0.0	0.0	0.0005139802631578947	0.0	0.0	0.0008972494662912657	0.003326072879260611	0.0020439301033480153	0.0	0.00035816618911174784	0.000572702542390215	0.0	4.6113762652463626e-05	9.16371900372047e-05	0.0	0.0	0.0	0.0	0.00012696598898570045	0.00019582405208919785	0.00010506188144817297	0.0	0.0	0.0	0.0	0.0	0.0	0.0026246410244338777	3.9866844738573166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.0	0.00017055872194664354	0.00019748653500897665	0.0	0.0005486896767956523	0.0	0.0	0.0002605523710265763	0.0	0.00021079258010118043	0.0018630915795943455	0.00021448487881604346	0.0	6.160670280926565e-05	0.0	0.0	9.075563138692756e-05	0.0	0.0012391044265937447	0.0	0.00016486415193880244	4.820748501550674e-05	0.0	0.00037427730008175004	0.0019177093815861924	8.59106529209622e-05	0.0	0.0	0.0	0.0	0.00011773709307117207	0.0009356018078705702	0.010006937582777976	0.0	0.0012885807203779837	0.0	0.0	0.00012829206605208658	0.0	0.0	0.0	7.407681765991333e-05	3.174149724642511e-05	0.00012239003255574865	0.00014708663402744217	0.001004901458132524	0.0002867520550563946	0.007128380739394787	0.0	0.0	0.0002838691363281527	0.0	0.00029900133553929873	0.0002486800826383044	0.0	0.0	0.0009176837661741764	0.0010482180293501049	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.0	2.8426453657773926e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9548207901190793e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017044517346920074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.0	0.0	0.0	0.0031168626213209185	0.009771901862932093	0.0065106185087583325	0.0008535579139044584	0.0	0.003584920206614756	0.004026138279932546	0.014328518746158574	0.016586830628440696	0.007404939094375949	0.0032343518974864466	0.0022585413929040736	0.00990311011187838	0.0019421705116802498	0.01008682328907048	0.0052270267190793595	9.176556955830173e-05	0.004368900026378264	0.02447333322620559	0.03441033130404818	0.03604881363945277	0.0025822621375814077	0.0	0.007264254385964912	0.010520913523222993	0.0	0.0014851025648958882	0.0021781362218166833	0.005023462014566601	0.0019130910084722602	0.0028141629144494474	0.0006954245157595468	0.005111533264135054	0.014133868252980101	0.005846452724373659	0.009523356030665207	0.009383954154727793	0.01208568909175787	0.003185303159376273	0.0023171292989890334	0.002619146696693021	0.0068080099178416086	0.00014355735116178912	0.0014018989358312623	0.003546718848277308	0.023614431446977023	0.0	0.00414448939039103	0.019231674591591735	0.0017940080132357924	0.006580457571352055	0.0	0.0011562313864265444	0.0021718515799455506	0.005939902166317261	0.0	0.0025173064820641915
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriales_Incertae_Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013976367233586844	0.0	0.0	0.0	0.0	0.0	0.0	0.009770607412660422	0.0	0.0	0.00047971491228070173	0.0	0.0	0.00012375854707465735	0.0	0.0007196936983619772	0.0	0.0	0.0	0.0007442079081882454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003992351495030573	0.0018662455651032588	0.0	0.0	7.29966968994653e-05	0.0	0.0	0.0009180358740172309	0.00011960053421571949	7.651694850409365e-05	0.0	0.0	0.0	0.0011879804332634522	0.0	0.0
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae	0.0	0.0	0.0	0.0	0.0	0.00011072480457071994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.649834844973265e-05	0.0	0.0	0.0	7.973368947714633e-05	0.0	0.0	0.0	6.117891774494509e-05	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Incertae_Sedis|o__DTU014|f__DTU014	0.0	0.0	5.385996409335727e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014520901021908408	0.0	0.0	6.117704637220115e-05	0.00021432339752044315	0.002651411675852871	0.0	5.9096415802381585e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.636324380343726e-05	0.0	0.0006139991813344249	4.0907324456443923e-05	0.0	4.6113762652463626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006120239160114872	0.0	3.8258474252046826e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Defluviitaleaceae	0.0	0.00017055872194664354	5.385996409335727e-05	0.0	2.6128079847412012e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004174759043798668	0.0	0.0	0.0	0.0	0.00069097395188893	0.0	1.969880526746053e-05	3.7974443199726586e-05	0.0	0.00010279605263157894	0.0	0.0	0.00012375854707465735	5.8868546535586034e-05	0.0001007571177706768	0.0	0.0	0.0003272585956515514	0.0	0.0015448110488575316	0.00021992925608929127	0.0	0.0	0.0	0.0	0.00020631973210176325	9.791202604459893e-05	0.0	0.0	0.00025489071560568405	0.0	0.0005839735751957224	0.0	0.0	0.000176545360387929	0.0	0.0	6.473958501926002e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae	0.004373351484727304	0.017908665804397574	0.0006642728904847397	0.000986348930797759	0.002521359705275259	0.0	0.0024468660198594477	0.01366452434717156	0.0	0.00010539629005059021	0.005531653349723417	0.006291556445270609	0.0005183457366063164	0.0001540167570231641	0.0015604467805519053	0.0024891601092018626	0.0019966238905124063	0.0	0.0035179171651569534	0.0004894163709776092	0.001154049063571617	0.017965322749112177	0.0010173774634482532	0.0007485546001635001	0.0014810032847893367	0.005297823596792669	0.003426535087719298	0.005452912496792405	0.0	0.005166919340366944	0.0028845587802437157	0.0038863459711546765	0.0	0.0019443307408923455	0.0018817369249964206	0.0013317404672842288	0.0006917064397869544	0.00527830214614299	0.004428360554259321	0.001833810888252149	0.00012102979061846223	0.0	0.0006665714421749273	0.0001468680390668984	0.003950326742451304	0.0010459178441787494	0.0019116803670426305	0.00010482912852051157	0.0004562293556216581	0.0	0.004101909019941807	0.0007767995857068876	0.0012358721868957682	0.003232841074297957	6.473958501926002e-05	0.010265933218878105	0.0041295769477837935	0.0	0.004731899278143937	0.002317066193718176
k__Bacteria|p__Actinobacteriota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae	0.0003233217050965711	0.0003126909902355132	0.00016157989228007182	0.00015781582892764143	0.0002090246387792961	0.00022144960914143987	0.00011380772185392779	0.0015343639627120606	0.0005396654074473826	0.00014755480607082632	0.001344499078057775	0.002073353828555087	0.0005553704320781962	0.002248644652538196	0.0006159658344283837	0.0006155987366843317	0.0010527653240883597	7.660878447395301e-05	0.001110921210049564	0.0003976508014193075	9.891849116328145e-05	0.006797255387186451	0.0002297303949721862	0.0026297905032059807	0.0005506294263960355	0.0004581901489117984	0.0025013706140350877	0.00019245573518090838	0.00019002375296912113	0.000649732372141951	0.0021487019485488903	0.00018712036157411406	0.0003573906279563563	0.00020466639377814163	0.0	0.004151896750944948	0.0003458532198934772	0.00043985851217858253	0.003095090709966192	0.0003438395415472779	0.00027663952141362795	0.0	9.522449173927534e-05	0.0023498886250703744	0.00031518564434451893	0.0003896556674391419	0.0020391257248454724	0.0	0.0005657244009708561	0.013303769401330377	0.0005251579022070825	0.0002118544324655148	0.0006578029381864572	0.00032519703114239806	0.0009710937752889004	0.0	0.0005506102597045058	0.0001397624039133473	0.00038627749209338256	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	0.006636603420403301	0.020694458262859417	0.0020107719928186716	0.00027617770062337253	0.0003788571577874742	0.0	0.0019631832019802544	0.04892594522610156	7.709505820676895e-05	0.01646290050590219	0.0015557775046097112	0.004861657253163652	0.0002591728683031582	0.00425086249383933	0.021230289093298292	0.008618382313580643	0.020038843410233605	0.00019152196118488253	0.002107901783170968	0.006025939067661813	0.001285940385122659	0.0017033311372145715	0.004053100539866428	0.0026691881137409015	0.22422009987278563	0.006701030927835051	0.05102110745614035	0.003849114703618168	0.00019002375296912113	0.08551715602858823	0.021016071113204214	0.02838471946339638	0.275632266066811	0.008954154727793696	0.1082203268495224	0.00027418186091145884	0.0035738166055659312	0.0005314957022157872	0.0001666587305366411	0.013925501432664756	0.016702111105347788	0.0055557613244935	0.019013156850608642	0.0033045308790052136	0.001302767329957345	0.02766555238817908	0.011374498183903651	0.11187015165280592	3.649834844973265e-05	0.00041948822436627315	4.258037044922291e-05	0.0018007626759568758	0.0009966711184643292	0.001013849567679241	0.005049687631502282	0.009179776461931957	0.025450429781897158	0.0	0.008232539050240217	0.0007723553979060586
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007391590013140605	0.027193405063968737	0.0	3.8304392236976505e-05	0.0	0.0	0.0	0.0	0.0	8.864462370357238e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.8868546535586034e-05	0.0	0.0	0.0	0.00239307848070197	0.0005875325590959833	0.0	0.0	9.523356030665207e-05	4.297994269340974e-05	0.0	0.00022223045297974	0.0	0.0	0.0	0.0016816718278952441	0.0	0.0010308197637850303	0.0	0.00041948822436627315	0.0	2.3539381385057202e-05	0.0	0.0	0.0	0.0032234329560982444	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelatoclostridiaceae	0.0	0.0	0.0	7.890791446382072e-05	0.0	0.0	0.0	0.0	0.00011564258731015342	0.0	9.603564843269821e-05	0.0	0.0	0.0	0.0	0.0	7.260450510954204e-05	0.0	0.0	0.0	0.0	0.0	3.281862785316946e-05	1.969880526746053e-05	0.0	0.0	0.00010279605263157894	0.0	0.0	9.281891030599301e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7616780153326035e-05	0.0	3.4579940176703494e-05	0.0	0.0	4.895601302229946e-05	4.202475257926919e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.473958501926002e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae	0.0	0.0	0.0004488330341113106	0.0	5.2256159694824024e-05	0.0	0.0	5.790052689479474e-05	0.0	0.0007377740303541315	0.0	0.0	0.0	6.160670280926565e-05	0.0	0.0	0.00010890675766431307	0.0	0.00015666837577622058	0.0002752967086749052	0.0	0.0	0.0	0.00012804223423849343	0.0	0.000143184421534937	0.0	0.0	0.0	6.187927353732867e-05	0.0	0.0	8.409191246031913e-05	0.0007163323782234957	0.0	7.83376745461311e-05	0.0	0.00014661950405952753	0.0	0.0	0.0	0.0	0.0	4.895601302229946e-05	0.0	0.0003486392813929165	0.00022302937615497357	0.0	0.0	0.0	0.00014193456816407636	0.0	7.973368947714633e-05	0.0	0.0	0.0	0.0	0.0	4.828468651167282e-05	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ethanoligenenaceae	8.508465923593976e-05	0.00024162485609107836	0.0	0.0	0.0	0.0	0.0	0.00011580105378958948	0.0	0.0	3.8414259373079284e-05	0.0	0.0	0.0	0.0	0.0	7.260450510954204e-05	0.0	0.0	6.117704637220115e-05	0.0	0.00011248413170284907	0.0	1.969880526746053e-05	0.0	0.0001145475372279496	0.0	0.0	0.0	9.281891030599301e-05	0.0	5.757549586895817e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017191977077363896	0.0	0.0	0.00017457823485533813	0.0	4.202475257926919e-05	0.0	0.0	0.0	3.649834844973265e-05	0.0	0.0	3.53090720775858e-05	3.9866844738573166e-05	0.0	0.00019421875505778007	7.007462948039662e-05	0.000336484047597198	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	0.0	0.0	0.0	0.0	0.00024821675855041416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.272773884806016e-05	0.0	0.0014837773674492218	0.0	4.9227941779754186e-05	0.0030828630243575727	5.6961664799589875e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.730659025787966e-05	0.0	7.407681765991333e-05	0.0	0.0	6.303712886890379e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.415752554022881e-05	3.9866844738573166e-05	0.0	6.473958501926002e-05	0.0	9.176837661741764e-05	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae	0.0	0.0	0.0005206463195691203	0.0	0.002220886787030021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002874507227332457	0.0	0.0008712540613145046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018563782061198602	5.8868546535586034e-05	0.0009068140599360912	0.0	0.0	0.0	0.0	0.0	0.0004581859501860235	0.0	0.0	0.0	0.0	0.0	0.0	0.00031518564434451893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.966711184643292e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	0.009631583425508381	0.03475133959662862	0.00014362657091561938	0.0008285331018701176	0.0	0.1062293775051487	0.002162346715224628	0.025360430779920097	0.0	0.00014755480607082632	0.015154425322679778	0.0002859798384213913	0.023880928579362436	6.160670280926565e-05	0.0016425755584756898	0.02989668647288689	0.0001270578839416986	0.0056179775280898875	0.02647695550618128	0.0009482442187691178	0.0007254022685307306	0.00999501855988173	0.48267996915048983	0.017118261777423198	0.0003797444319972658	0.0	0.0	0.014177572491660252	0.0	0.0	0.0	5.757549586895817e-05	0.005234721550654866	0.000255832992222677	0.0	0.0	0.0	0.0	0.002642731298509595	0.39859598853868194	0.00010373982053011048	0.03022334160524464	6.348299449285023e-05	0.000269258071622647	4.202475257926919e-05	0.0005332130186009311	9.558401835213153e-05	6.988608568034104e-05	0.0009307078854681825	0.0	0.02065147966787311	3.53090720775858e-05	0.019813821835070862	0.2111867778712985	0.0013595312854044605	0.013629515433937143	0.2259643326909547	0.0	0.013688708626059245	5.7211510956004346e-05
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Gastranaerophilales|f__Gastranaerophilales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008981267641775725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019270523107109072	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Staphylococcales|f__Gemellaceae	5.105079554156385e-05	0.0	0.0	7.890791446382072e-05	0.0	0.0	0.0	5.790052689479474e-05	0.0	0.0	3.8414259373079284e-05	0.0002859798384213913	7.404939094375948e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9096415802381585e-05	9.493610799931645e-05	0.0	6.853070175438596e-05	0.0	0.0	0.0	0.0	0.0	0.0001051148905753989	0.00010233319688907081	0.0	0.0	0.0	0.0	0.00021427551068996714	0.00015759312320916906	0.0	0.0002963072706396533	3.174149724642511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.516074089844582e-05	0.0	0.0	0.0	0.0	0.0002452612031813882	0.00012235783548989018	0.0	0.00048284686511672825	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.272773884806016e-05	0.0	0.0	0.0	0.0	0.0	0.0019936582679856455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
