# Feature / Sample	Validation|UMCGIBD00126	Validation|UMCGIBD00371	Validation|UMCGIBD00485	Validation|UMCGIBD00238	Validation|UMCGIBD00269	Validation|UMCGIBD00053	Validation|UMCGIBD00613	Validation|UMCGIBD00347	Validation|UMCGIBD00208	Validation|UMCGIBD00027	Validation|UMCGIBD00072	Validation|LLDeep_0010	Validation|LLDeep_0027
Megasphaera_unclassified	0.060755	0.058755	0.055893	0.060556	0.062238	0.059475	0.062465	0.059982	0.065121	0.066068	0.060847	0.064671	0.064529
Veillonella_atypica	0.036472	0.037194	0.039448	0.041500	0.041182	0.042628	0.042667	0.040554	0.046072	0.049600	0.041329	0.037653	0.043544
Veillonella_dispar	0.046467	0.046750	0.059223	0.059270	0.055687	0.057767	0.059181	0.058070	0.066404	0.072389	0.057807	0.054221	0.063497
Veillonella_parvula	0.008297	0.006584	0.010266	0.009949	0.009191	0.009940	0.008331	0.009438	0.010365	0.013559	0.010151	0.007903	0.010723
Veillonella_unclassified	0.082823	0.062932	0.085522	0.075908	0.078938	0.077553	0.065587	0.079332	0.074117	0.074967	0.083839	0.068216	0.073443
Fusobacterium_nucleatum	0.055635	0.054612	0.054521	0.059139	0.061800	0.054662	0.056806	0.056095	0.063620	0.063545	0.054416	0.056467	0.055753
Burkholderiales_bacterium_1_1_47	0.039950	0.036628	0.040338	0.041216	0.041648	0.043246	0.041472	0.040848	0.043596	0.046623	0.043629	0.040218	0.045325
Parasutterella_excrementihominis	0.049073	0.043455	0.051518	0.050525	0.046130	0.047726	0.046526	0.047508	0.054201	0.059014	0.046400	0.044540	0.049808
Sutterella_wadsworthensis	0.018104	0.016702	0.018910	0.018926	0.019108	0.019139	0.018452	0.019644	0.020826	0.021834	0.019469	0.018322	0.019004
Bilophila_unclassified	0.017565	0.014521	0.017988	0.017900	0.018632	0.016830	0.015864	0.017300	0.018839	0.021069	0.017742	0.015978	0.017969
Bilophila_wadsworthia	0.042142	0.035660	0.044246	0.044008	0.043379	0.041778	0.037323	0.041253	0.042248	0.046445	0.042316	0.037745	0.041058
Desulfovibrio_piger	0.068356	0.056125	0.068790	0.066366	0.071815	0.070108	0.066456	0.066960	0.072381	0.073706	0.073076	0.056725	0.067180
Citrobacter_unclassified	0.040814	0.032433	0.036088	0.035890	0.040314	0.035055	0.033929	0.034849	0.036775	0.037720	0.037908	0.035954	0.036572
Enterobacter_cloacae	0.032506	0.024510	0.036242	0.032059	0.035379	0.032827	0.029209	0.032162	0.031743	0.039357	0.035692	0.027582	0.034434
Escherichia_coli	0.026550	0.019184	0.024069	0.024158	0.026165	0.023233	0.023054	0.024255	0.026269	0.026795	0.024493	0.022220	0.025047
Escherichia_unclassified	0.013236	0.012656	0.016990	0.016479	0.016548	0.017175	0.014846	0.016198	0.016515	0.020632	0.017288	0.013128	0.016170
Klebsiella_oxytoca	0.035648	0.033212	0.046817	0.045400	0.044462	0.047747	0.045229	0.046316	0.045686	0.055187	0.050287	0.037146	0.050003
Klebsiella_pneumoniae	0.062653	0.052286	0.080076	0.071342	0.077429	0.071428	0.062405	0.072173	0.066537	0.078290	0.075383	0.058323	0.068933
Klebsiella_unclassified	0.031296	0.028470	0.033889	0.034149	0.033118	0.032385	0.031418	0.033449	0.035781	0.038576	0.034146	0.031435	0.035253
Proteus_mirabilis	0.058511	0.067923	0.074534	0.081060	0.069161	0.072844	0.076838	0.075431	0.079584	0.091801	0.074667	0.069903	0.078113
Haemophilus_parainfluenzae	0.070290	0.061618	0.091257	0.083312	0.076457	0.082280	0.073215	0.083236	0.082229	0.090360	0.088299	0.069486	0.084163
Akkermansia_muciniphila	0.050995	0.038531	0.042905	0.043480	0.044906	0.043229	0.036540	0.040769	0.048501	0.052795	0.040982	0.042694	0.042173
Methanobrevibacter_unclassified	0.015611	0.014340	0.021002	0.019855	0.018680	0.019306	0.018106	0.019605	0.018641	0.022563	0.020769	0.016028	0.020074
Collinsella_stercoris	0.016294	0.012337	0.015648	0.015007	0.016439	0.014313	0.013419	0.014705	0.016865	0.017200	0.014867	0.013908	0.014907
Bacteroides_clarus	0.017405	0.011560	0.018107	0.016424	0.020180	0.017133	0.015332	0.016298	0.016428	0.018822	0.018662	0.013137	0.017148
Bacteroides_plebeius	0.013632	0.012488	0.014286	0.014887	0.014406	0.014272	0.013884	0.014072	0.016380	0.019119	0.014270	0.012520	0.014533
Lactobacillus_delbrueckii	0.012136	0.011894	0.015367	0.014899	0.014838	0.015192	0.013716	0.015803	0.014665	0.017239	0.016555	0.012932	0.014606
Lactobacillus_sakei	0.021074	0.018010	0.023766	0.022451	0.025765	0.022918	0.021041	0.023337	0.022069	0.026166	0.024150	0.018645	0.021384
