clade_name,ERR1398151,ERR1398080,ERR1398101,ERR1398181,ERR1398239,ERR1398202,ERR1398231,ERR1398192,ERR1398142,ERR1398086,ERR1398075,ERR1398073,ERR1398193,ERR1398229,ERR1398238,ERR1398249,ERR1398191,ERR1398128,ERR1398112,ERR1398209,ERR1398124,ERR1398241,ERR1398204,ERR1398157,ERR1398131,ERR1398123,ERR1398178,ERR1398234,ERR1398243,ERR1398113,ERR1398090,ERR1398223,ERR1398134,ERR1398105,ERR1398072,ERR1398148,ERR1398246,ERR1398174,ERR1398228,ERR1398094
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,0.010248,0.008150,0.012177,0.002286,0.011506,0.002730,0.004159,0.009942,0.004136,0.011372,0.009269,0.003453,0.002360,0.002339,0.004347,0.002437,0.002287,0.003551,0.010824,0.003714,0.006449,0.008064,0.004602,0.000857,0.002392,0.002421,0.009584,0.002591,0.002238,0.007218,0.002505,0.004095,0.003920,0.006650,0.004148,0.003580,0.007720,0.010802,0.011756,0.007191
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_timonensis,0.000017,0.000022,0.000022,0.000003,0.000020,0.000004,0.000022,0.000017,0.000007,0.000020,0.000022,0.000021,0.000003,0.000003,0.000023,0.000003,0.000003,0.000021,0.000022,0.000006,0.000024,0.000022,0.000022,0.000015,0.000003,0.000021,0.000016,0.000004,0.000003,0.000022,0.000003,0.000022,0.000006,0.000023,0.000007,0.000005,0.000023,0.000022,0.000020,0.000022
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae,0.009287,0.015998,0.013390,0.003172,0.010911,0.003520,0.015997,0.008828,0.004531,0.010578,0.015994,0.015336,0.003224,0.003217,0.016182,0.003297,0.003161,0.015584,0.015351,0.004257,0.016235,0.015882,0.015798,0.013616,0.003258,0.015389,0.008435,0.003397,0.003126,0.016145,0.003344,0.015859,0.004401,0.016232,0.004514,0.004155,0.016138,0.014824,0.011344,0.016198
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides,0.010056,0.016073,0.013088,0.003210,0.011304,0.003635,0.016795,0.009717,0.004909,0.011073,0.015687,0.016602,0.003284,0.003269,0.016608,0.003373,0.003210,0.016411,0.014805,0.004546,0.016350,0.015691,0.016493,0.013154,0.003330,0.016087,0.009400,0.003537,0.003158,0.016197,0.003442,0.016603,0.004704,0.016212,0.004931,0.004393,0.015992,0.014294,0.011685,0.016145
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_chinchillae,0.000001,0.000005,0.000002,0.000000,0.000001,0.000000,0.000011,0.000001,0.000000,0.000001,0.000004,0.000012,0.000000,0.000000,0.000010,0.000000,0.000000,0.000012,0.000003,0.000000,0.000007,0.000005,0.000009,0.000035,0.000000,0.000018,0.000001,0.000000,0.000000,0.000006,0.000000,0.000010,0.000000,0.000006,0.000000,0.000000,0.000005,0.000003,0.000001,0.000006
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,0.006323,0.009606,0.007928,0.001765,0.006988,0.002042,0.010671,0.006157,0.002916,0.006870,0.009268,0.010537,0.001812,0.001794,0.010432,0.001863,0.001764,0.010568,0.008736,0.002657,0.009948,0.009234,0.010446,0.014047,0.001835,0.011336,0.005960,0.001973,0.001731,0.009765,0.001907,0.010485,0.002777,0.010075,0.002920,0.002562,0.009711,0.008360,0.007137,0.009801
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii,0.000161,0.000115,0.000157,0.000092,0.000167,0.000100,0.000091,0.000160,0.000124,0.000165,0.000121,0.000084,0.000093,0.000093,0.000096,0.000095,0.000092,0.000084,0.000131,0.000118,0.000110,0.000112,0.000096,0.000051,0.000095,0.000076,0.000158,0.000098,0.000091,0.000111,0.000097,0.000090,0.000121,0.000111,0.000124,0.000115,0.000116,0.000132,0.000163,0.000111
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii,0.000039,0.000060,0.000050,0.000013,0.000044,0.000015,0.000063,0.000038,0.000020,0.000043,0.000058,0.000061,0.000013,0.000013,0.000063,0.000013,0.000013,0.000062,0.000055,0.000019,0.000064,0.000058,0.000061,0.000057,0.000013,0.000066,0.000037,0.000014,0.000012,0.000060,0.000014,0.000062,0.000020,0.000062,0.000020,0.000018,0.000062,0.000052,0.000045,0.000060
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,0.000289,0.000480,0.000417,0.000076,0.000348,0.000088,0.000479,0.000275,0.000127,0.000337,0.000483,0.000463,0.000077,0.000077,0.000487,0.000080,0.000075,0.000469,0.000475,0.000116,0.000494,0.000476,0.000474,0.000401,0.000078,0.000470,0.000261,0.000084,0.000074,0.000480,0.000082,0.000472,0.000121,0.000492,0.000127,0.000111,0.000501,0.000455,0.000356,0.000482
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,0.004559,0.006348,0.006449,0.001157,0.005478,0.001350,0.004446,0.004372,0.001939,0.005352,0.006782,0.004011,0.001193,0.001181,0.004582,0.001229,0.001163,0.004107,0.007079,0.001756,0.005802,0.006332,0.004690,0.002032,0.001213,0.003386,0.004210,0.001305,0.001139,0.006079,0.001259,0.004422,0.001845,0.005742,0.001913,0.001693,0.006318,0.006857,0.005659,0.005971
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_CAG_409,0.000124,0.000088,0.000122,0.000050,0.000127,0.000058,0.000060,0.000123,0.000081,0.000127,0.000096,0.000053,0.000052,0.000052,0.000064,0.000053,0.000050,0.000054,0.000104,0.000074,0.000080,0.000087,0.000064,0.000023,0.000053,0.000045,0.000122,0.000056,0.000049,0.000083,0.000054,0.000059,0.000078,0.000080,0.000081,0.000072,0.000087,0.000105,0.000127,0.000081
k__Bacteria|p__Chlamydiae,0.000005,0.000006,0.000006,0.000002,0.000006,0.000002,0.000009,0.000005,0.000003,0.000006,0.000006,0.000009,0.000002,0.000002,0.000009,0.000002,0.000002,0.000009,0.000006,0.000003,0.000007,0.000006,0.000008,0.000015,0.000002,0.000011,0.000005,0.000002,0.000002,0.000007,0.000002,0.000008,0.000003,0.000007,0.000003,0.000003,0.000007,0.000006,0.000006,0.000007
k__Bacteria|p__Chlamydiae|c__Chlamydiia,0.000009,0.000010,0.000011,0.000003,0.000010,0.000003,0.000009,0.000009,0.000004,0.000010,0.000011,0.000009,0.000003,0.000003,0.000009,0.000003,0.000003,0.000009,0.000011,0.000004,0.000010,0.000010,0.000009,0.000007,0.000003,0.000009,0.000009,0.000003,0.000003,0.000010,0.000003,0.000009,0.000004,0.000010,0.000004,0.000004,0.000011,0.000010,0.000010,0.000010
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales,0.000009,0.000013,0.000011,0.000001,0.000010,0.000002,0.000015,0.000008,0.000003,0.000010,0.000012,0.000015,0.000001,0.000001,0.000015,0.000001,0.000001,0.000015,0.000012,0.000003,0.000013,0.000012,0.000014,0.000023,0.000001,0.000018,0.000008,0.000002,0.000001,0.000013,0.000002,0.000015,0.000003,0.000013,0.000003,0.000003,0.000013,0.000011,0.000010,0.000013
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae,0.000009,0.000006,0.000008,0.000002,0.000009,0.000003,0.000005,0.000009,0.000004,0.000009,0.000007,0.000004,0.000002,0.000002,0.000005,0.000003,0.000002,0.000004,0.000008,0.000004,0.000006,0.000006,0.000005,0.000002,0.000003,0.000004,0.000008,0.000003,0.000002,0.000006,0.000003,0.000005,0.000004,0.000006,0.000004,0.000004,0.000006,0.000007,0.000009,0.000006
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia,0.000012,0.000015,0.000016,0.000002,0.000014,0.000002,0.000013,0.000011,0.000004,0.000014,0.000016,0.000012,0.000002,0.000002,0.000014,0.000002,0.000002,0.000012,0.000016,0.000003,0.000015,0.000015,0.000013,0.000009,0.000002,0.000012,0.000011,0.000002,0.000001,0.000015,0.000002,0.000013,0.000004,0.000015,0.000004,0.000003,0.000016,0.000016,0.000014,0.000015
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_ibidis,0.000006,0.000010,0.000008,0.000001,0.000007,0.000001,0.000012,0.000006,0.000002,0.000007,0.000009,0.000013,0.000001,0.000001,0.000012,0.000001,0.000001,0.000013,0.000009,0.000002,0.000010,0.000009,0.000011,0.000023,0.000001,0.000016,0.000005,0.000001,0.000001,0.000010,0.000001,0.000012,0.000002,0.000010,0.000002,0.000002,0.000010,0.000009,0.000008,0.000010
k__Bacteria|p__Chloroflexi,0.000005,0.000008,0.000007,0.000001,0.000006,0.000001,0.000010,0.000005,0.000002,0.000006,0.000008,0.000010,0.000001,0.000001,0.000010,0.000001,0.000001,0.000010,0.000008,0.000002,0.000009,0.000008,0.000009,0.000012,0.000001,0.000011,0.000004,0.000001,0.000001,0.000009,0.000001,0.000010,0.000002,0.000009,0.000002,0.000002,0.000009,0.000007,0.000006,0.000009
k__Bacteria|p__Chloroflexi|c__Anaerolineae,0.000010,0.000022,0.000017,0.000001,0.000013,0.000001,0.000025,0.000010,0.000002,0.000013,0.000021,0.000024,0.000001,0.000001,0.000025,0.000001,0.000001,0.000024,0.000020,0.000002,0.000024,0.000021,0.000024,0.000026,0.000001,0.000027,0.000009,0.000001,0.000001,0.000022,0.000001,0.000024,0.000002,0.000023,0.000002,0.000002,0.000023,0.000018,0.000014,0.000022
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales,0.000004,0.000010,0.000007,0.000000,0.000006,0.000000,0.000013,0.000004,0.000001,0.000005,0.000009,0.000013,0.000000,0.000000,0.000013,0.000000,0.000000,0.000013,0.000009,0.000001,0.000011,0.000009,0.000012,0.000023,0.000000,0.000016,0.000004,0.000000,0.000000,0.000010,0.000000,0.000013,0.000001,0.000011,0.000001,0.000001,0.000010,0.000008,0.000006,0.000010
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae,0.000005,0.000013,0.000008,0.000001,0.000006,0.000001,0.000019,0.000005,0.000001,0.000006,0.000012,0.000020,0.000001,0.000001,0.000019,0.000001,0.000001,0.000020,0.000010,0.000001,0.000015,0.000012,0.000017,0.000031,0.000001,0.000025,0.000004,0.000001,0.000001,0.000013,0.000001,0.000018,0.000001,0.000015,0.000001,0.000001,0.000013,0.000009,0.000007,0.000014
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolineaceae_unclassified,0.000010,0.000019,0.000015,0.000002,0.000013,0.000002,0.000019,0.000010,0.000004,0.000012,0.000018,0.000019,0.000002,0.000002,0.000020,0.000002,0.000002,0.000019,0.000018,0.000003,0.000020,0.000018,0.000018,0.000019,0.000002,0.000021,0.000009,0.000002,0.000002,0.000018,0.000002,0.000019,0.000003,0.000019,0.000003,0.000003,0.000019,0.000017,0.000013,0.000018
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolineaceae_unclassified|s__Anaerolineaceae_bacterium_oral_taxon_439,0.000007,0.000009,0.000009,0.000002,0.000008,0.000002,0.000010,0.000007,0.000003,0.000008,0.000009,0.000009,0.000002,0.000002,0.000010,0.000002,0.000002,0.000009,0.000009,0.000003,0.000010,0.000009,0.000009,0.000009,0.000002,0.000010,0.000007,0.000002,0.000002,0.000009,0.000002,0.000009,0.000003,0.000010,0.000003,0.000003,0.000010,0.000009,0.000008,0.000009
k__Bacteria|p__Coprothermobacterota,0.000003,0.000010,0.000006,0.000000,0.000004,0.000000,0.000012,0.000003,0.000000,0.000004,0.000009,0.000012,0.000000,0.000000,0.000012,0.000000,0.000000,0.000012,0.000008,0.000000,0.000011,0.000009,0.000011,0.000017,0.000000,0.000015,0.000002,0.000000,0.000000,0.000010,0.000000,0.000012,0.000000,0.000010,0.000000,0.000000,0.000010,0.000007,0.000005,0.000010
k__Bacteria|p__Coprothermobacterota|c__Coprothermobacteria,0.000006,0.000009,0.000007,0.000001,0.000007,0.000001,0.000011,0.000005,0.000002,0.000007,0.000008,0.000011,0.000001,0.000001,0.000011,0.000001,0.000001,0.000011,0.000008,0.000002,0.000009,0.000008,0.000010,0.000018,0.000001,0.000014,0.000005,0.000001,0.000001,0.000009,0.000001,0.000011,0.000002,0.000009,0.000002,0.000002,0.000009,0.000007,0.000007,0.000009
k__Bacteria|p__Coprothermobacterota|c__Coprothermobacteria|o__Coprothermobacterales,0.000005,0.000012,0.000008,0.000001,0.000007,0.000001,0.000015,0.000005,0.000001,0.000007,0.000011,0.000015,0.000001,0.000001,0.000015,0.000001,0.000001,0.000015,0.000010,0.000001,0.000014,0.000012,0.000014,0.000015,0.000001,0.000017,0.000005,0.000001,0.000001,0.000012,0.000001,0.000015,0.000001,0.000013,0.000001,0.000001,0.000012,0.000009,0.000007,0.000012
k__Bacteria|p__Coprothermobacterota|c__Coprothermobacteria|o__Coprothermobacterales|f__Coprothermobacteraceae,0.000005,0.000012,0.000009,0.000001,0.000007,0.000001,0.000015,0.000005,0.000001,0.000006,0.000012,0.000015,0.000001,0.000001,0.000015,0.000001,0.000001,0.000015,0.000011,0.000001,0.000014,0.000012,0.000014,0.000020,0.000001,0.000018,0.000004,0.000001,0.000000,0.000012,0.000001,0.000015,0.000001,0.000013,0.000001,0.000001,0.000013,0.000010,0.000007,0.000013
k__Bacteria|p__Coprothermobacterota|c__Coprothermobacteria|o__Coprothermobacterales|f__Coprothermobacteraceae|g__Coprothermobacter,0.000005,0.000009,0.000007,0.000000,0.000006,0.000001,0.000012,0.000005,0.000001,0.000006,0.000008,0.000012,0.000000,0.000000,0.000012,0.000000,0.000000,0.000012,0.000008,0.000001,0.000010,0.000008,0.000011,0.000017,0.000000,0.000014,0.000004,0.000001,0.000000,0.000009,0.000000,0.000011,0.000001,0.000010,0.000001,0.000001,0.000009,0.000007,0.000006,0.000009
k__Bacteria|p__Coprothermobacterota|c__Coprothermobacteria|o__Coprothermobacterales|f__Coprothermobacteraceae|g__Coprothermobacter|s__Coprothermobacter_proteolyticus,0.000005,0.000011,0.000007,0.000001,0.000006,0.000001,0.000016,0.000005,0.000002,0.000006,0.000010,0.000017,0.000001,0.000001,0.000016,0.000001,0.000001,0.000017,0.000009,0.000001,0.000013,0.000010,0.000015,0.000032,0.000001,0.000021,0.000005,0.000001,0.000001,0.000011,0.000001,0.000016,0.000001,0.000012,0.000002,0.000001,0.000011,0.000008,0.000006,0.000011
k__Bacteria|p__Firmicutes,0.285497,0.336300,0.312461,0.136109,0.298829,0.150650,0.369230,0.280819,0.190707,0.296519,0.331588,0.374316,0.138483,0.137761,0.365164,0.141367,0.135928,0.373663,0.325259,0.178935,0.345282,0.335537,0.361228,0.404255,0.139829,0.386968,0.277244,0.146305,0.134420,0.341231,0.143476,0.366073,0.185052,0.344173,0.190121,0.175033,0.337165,0.322166,0.301693,0.341552
k__Bacteria|p__Firmicutes|c__Bacilli,0.000829,0.000672,0.000827,0.000765,0.000870,0.000777,0.000532,0.000830,0.000800,0.000862,0.000714,0.000502,0.000765,0.000766,0.000559,0.000769,0.000761,0.000501,0.000763,0.000798,0.000632,0.000665,0.000547,0.000366,0.000766,0.000463,0.000821,0.000770,0.000759,0.000628,0.000770,0.000533,0.000800,0.000629,0.000798,0.000795,0.000673,0.000756,0.000867,0.000637
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales,0.000006,0.000010,0.000008,0.000002,0.000007,0.000002,0.000010,0.000006,0.000003,0.000007,0.000010,0.000009,0.000002,0.000002,0.000010,0.000002,0.000002,0.000009,0.000010,0.000003,0.000011,0.000010,0.000010,0.000007,0.000002,0.000009,0.000006,0.000002,0.000002,0.000010,0.000002,0.000010,0.000003,0.000011,0.000003,0.000003,0.000011,0.000009,0.000007,0.000010
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified,0.000004,0.000011,0.000007,0.000000,0.000005,0.000001,0.000019,0.000004,0.000001,0.000005,0.000010,0.000020,0.000000,0.000000,0.000018,0.000001,0.000000,0.000020,0.000008,0.000001,0.000013,0.000010,0.000016,0.000051,0.000000,0.000029,0.000003,0.000001,0.000000,0.000011,0.000001,0.000018,0.000001,0.000013,0.000001,0.000001,0.000011,0.000008,0.000005,0.000012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella,0.000009,0.000012,0.000011,0.000001,0.000010,0.000002,0.000013,0.000008,0.000003,0.000010,0.000011,0.000013,0.000001,0.000001,0.000013,0.000001,0.000001,0.000013,0.000011,0.000003,0.000013,0.000011,0.000013,0.000014,0.000001,0.000014,0.000008,0.000002,0.000001,0.000012,0.000002,0.000013,0.000003,0.000012,0.000003,0.000003,0.000012,0.000011,0.000010,0.000012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans,0.000008,0.000013,0.000012,0.000001,0.000010,0.000001,0.000012,0.000008,0.000002,0.000010,0.000013,0.000011,0.000001,0.000001,0.000012,0.000001,0.000001,0.000011,0.000013,0.000002,0.000013,0.000012,0.000011,0.000010,0.000001,0.000012,0.000007,0.000001,0.000001,0.000012,0.000001,0.000012,0.000002,0.000012,0.000002,0.000002,0.000013,0.000013,0.000011,0.000012
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis,0.000014,0.000019,0.000018,0.000001,0.000017,0.000002,0.000014,0.000014,0.000004,0.000016,0.000019,0.000013,0.000001,0.000001,0.000015,0.000002,0.000001,0.000013,0.000019,0.000003,0.000018,0.000018,0.000015,0.000007,0.000002,0.000011,0.000013,0.000002,0.000001,0.000018,0.000002,0.000014,0.000003,0.000018,0.000004,0.000003,0.000019,0.000018,0.000017,0.000018
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales,0.000743,0.000591,0.000679,0.000694,0.000726,0.000720,0.000540,0.000751,0.000779,0.000734,0.000602,0.000527,0.000697,0.000697,0.000561,0.000703,0.000692,0.000528,0.000613,0.000768,0.000589,0.000576,0.000556,0.000472,0.000699,0.000525,0.000753,0.000708,0.000690,0.000579,0.000706,0.000539,0.000777,0.000585,0.000771,0.000764,0.000596,0.000612,0.000714,0.000575
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0.000002,0.000004,0.000003,0.000000,0.000002,0.000000,0.000006,0.000002,0.000000,0.000002,0.000004,0.000006,0.000000,0.000000,0.000006,0.000000,0.000000,0.000006,0.000004,0.000000,0.000005,0.000004,0.000005,0.000009,0.000000,0.000007,0.000002,0.000000,0.000000,0.000005,0.000000,0.000006,0.000000,0.000005,0.000000,0.000000,0.000005,0.000003,0.000003,0.000005
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia,0.000002,0.000005,0.000003,0.000000,0.000002,0.000000,0.000006,0.000002,0.000000,0.000002,0.000004,0.000006,0.000000,0.000000,0.000006,0.000000,0.000000,0.000006,0.000004,0.000000,0.000005,0.000005,0.000006,0.000009,0.000000,0.000008,0.000002,0.000000,0.000000,0.000005,0.000000,0.000006,0.000000,0.000005,0.000000,0.000000,0.000005,0.000003,0.000002,0.000005
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09,0.000002,0.000004,0.000003,0.000000,0.000003,0.000000,0.000005,0.000002,0.000001,0.000003,0.000004,0.000006,0.000000,0.000000,0.000006,0.000000,0.000000,0.000006,0.000004,0.000001,0.000005,0.000004,0.000005,0.000007,0.000000,0.000007,0.000002,0.000000,0.000000,0.000004,0.000000,0.000005,0.000001,0.000005,0.000001,0.000001,0.000005,0.000004,0.000003,0.000005
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae,0.000088,0.000033,0.000069,0.000066,0.000085,0.000071,0.000016,0.000089,0.000081,0.000086,0.000039,0.000013,0.000067,0.000067,0.000017,0.000068,0.000066,0.000013,0.000049,0.000079,0.000027,0.000032,0.000018,0.000003,0.000067,0.000009,0.000089,0.000069,0.000065,0.000028,0.000068,0.000016,0.000080,0.000027,0.000081,0.000078,0.000032,0.000050,0.000082,0.000028
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus,0.000151,0.000043,0.000094,0.000179,0.000129,0.000185,0.000022,0.000158,0.000197,0.000131,0.000051,0.000018,0.000180,0.000180,0.000024,0.000181,0.000179,0.000019,0.000064,0.000196,0.000036,0.000042,0.000024,0.000006,0.000181,0.000014,0.000162,0.000183,0.000178,0.000038,0.000182,0.000022,0.000197,0.000036,0.000197,0.000194,0.000042,0.000066,0.000121,0.000038
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae,0.000122,0.000051,0.000096,0.000115,0.000115,0.000120,0.000025,0.000125,0.000132,0.000116,0.000061,0.000020,0.000115,0.000115,0.000028,0.000116,0.000114,0.000021,0.000074,0.000129,0.000042,0.000050,0.000028,0.000005,0.000116,0.000015,0.000126,0.000118,0.000114,0.000045,0.000117,0.000025,0.000130,0.000043,0.000130,0.000129,0.000051,0.000075,0.000111,0.000045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,0.000426,0.000298,0.000371,0.000245,0.000417,0.000266,0.000206,0.000431,0.000325,0.000415,0.000320,0.000183,0.000248,0.000247,0.000217,0.000253,0.000245,0.000184,0.000344,0.000309,0.000271,0.000289,0.000221,0.000104,0.000250,0.000158,0.000429,0.000260,0.000242,0.000273,0.000256,0.000203,0.000316,0.000277,0.000324,0.000302,0.000297,0.000339,0.000404,0.000279
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,0.000352,0.000258,0.000345,0.000265,0.000362,0.000280,0.000199,0.000349,0.000324,0.000360,0.000280,0.000178,0.000266,0.000267,0.000210,0.000270,0.000263,0.000182,0.000305,0.000312,0.000248,0.000258,0.000205,0.000110,0.000269,0.000161,0.000346,0.000273,0.000262,0.000244,0.000273,0.000194,0.000317,0.000244,0.000321,0.000309,0.000263,0.000304,0.000357,0.000243
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_agilis,0.000024,0.000039,0.000033,0.000004,0.000029,0.000006,0.000043,0.000023,0.000009,0.000029,0.000038,0.000042,0.000005,0.000005,0.000043,0.000005,0.000004,0.000042,0.000037,0.000008,0.000042,0.000038,0.000041,0.000038,0.000005,0.000044,0.000022,0.000005,0.000004,0.000040,0.000005,0.000042,0.000009,0.000041,0.000009,0.000008,0.000040,0.000035,0.000030,0.000040
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus,0.000004,0.000014,0.000008,0.000000,0.000006,0.000000,0.000020,0.000004,0.000001,0.000006,0.000013,0.000021,0.000000,0.000000,0.000020,0.000000,0.000000,0.000021,0.000012,0.000000,0.000017,0.000014,0.000018,0.000043,0.000000,0.000027,0.000003,0.000000,0.000000,0.000015,0.000000,0.000019,0.000000,0.000016,0.000001,0.000000,0.000015,0.000011,0.000007,0.000015
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii,0.000022,0.000024,0.000026,0.000003,0.000025,0.000004,0.000021,0.000022,0.000008,0.000025,0.000025,0.000019,0.000004,0.000004,0.000022,0.000004,0.000003,0.000020,0.000025,0.000007,0.000024,0.000023,0.000021,0.000016,0.000004,0.000019,0.000021,0.000004,0.000003,0.000023,0.000004,0.000021,0.000008,0.000023,0.000008,0.000007,0.000024,0.000025,0.000025,0.000023
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum,0.000003,0.000006,0.000005,0.000000,0.000004,0.000000,0.000007,0.000003,0.000001,0.000004,0.000006,0.000007,0.000000,0.000000,0.000007,0.000000,0.000000,0.000007,0.000005,0.000001,0.000006,0.000006,0.000007,0.000009,0.000000,0.000009,0.000003,0.000000,0.000000,0.000006,0.000000,0.000007,0.000001,0.000006,0.000001,0.000001,0.000006,0.000005,0.000004,0.000006
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mindensis,0.000021,0.000013,0.000018,0.000021,0.000020,0.000021,0.000010,0.000021,0.000023,0.000020,0.000014,0.000009,0.000021,0.000021,0.000011,0.000021,0.000021,0.000009,0.000016,0.000023,0.000013,0.000013,0.000010,0.000006,0.000021,0.000008,0.000021,0.000021,0.000021,0.000012,0.000021,0.000010,0.000023,0.000013,0.000023,0.000022,0.000013,0.000016,0.000020,0.000013
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae,0.000014,0.000017,0.000017,0.000003,0.000016,0.000004,0.000020,0.000014,0.000007,0.000015,0.000017,0.000019,0.000004,0.000004,0.000020,0.000004,0.000003,0.000019,0.000017,0.000006,0.000019,0.000017,0.000019,0.000024,0.000004,0.000022,0.000013,0.000004,0.000003,0.000017,0.000004,0.000019,0.000006,0.000018,0.000007,0.000006,0.000018,0.000016,0.000016,0.000017
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_plantarum,0.000010,0.000034,0.000019,0.000001,0.000014,0.000001,0.000054,0.000009,0.000002,0.000013,0.000031,0.000058,0.000001,0.000001,0.000053,0.000001,0.000001,0.000057,0.000027,0.000002,0.000041,0.000034,0.000049,0.000130,0.000001,0.000078,0.000009,0.000001,0.000001,0.000037,0.000001,0.000053,0.000002,0.000041,0.000002,0.000001,0.000036,0.000025,0.000015,0.000037
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_pontis,0.000018,0.000041,0.000030,0.000002,0.000024,0.000002,0.000056,0.000017,0.000005,0.000023,0.000039,0.000057,0.000002,0.000002,0.000056,0.000002,0.000002,0.000058,0.000036,0.000004,0.000048,0.000040,0.000052,0.000103,0.000002,0.000073,0.000016,0.000002,0.000002,0.000043,0.000002,0.000056,0.000004,0.000047,0.000005,0.000004,0.000045,0.000034,0.000025,0.000043
